Shukor, S, Muszaphar;1;M-Malaysia;Soyuz TMA-11/taxi;;;;
Shuttleworth, Mark;1;M-S.Africa;STS-31;;Soyuz TM-31/1S;;
Simonyi, Charles;2;M-US;Soyuz TMA-10/taxi;;STS-46;;
Skripochka, Oleg;1;M-Russia;Soyuz TMA-01M/24S;Soyuz TM-34/taxi;;;
Skvortsov, Alexander;1;M-Russia;Soyuz TMA-18/22S;Soyuz TMA-14/taxi;;;
Slayton, Donald;1;M-US;ASTP;;;;
Smith, Steven;4;M-US;STS-68;;;;
Solovyev, Anatoly;5;M-USSR;Soyuz TM-5;;;;
Solovyov , Vladimir;2;M-USSR;Soyuz T10;Soyuz TM-9;STS-103;;
Spring, Sherwood;1;M-US;STS-61B;;Soyuz TM-15;;
Springer, Robert;2;M-US;STS-29;Soyuz T15;;STS-110;
Stafford, Thomas;4;M-US;Gemini 6;;;;
Stewart, Robert;2;M-US;STS-41B;STS-38;;;
Stott, Nicole;2;F-US;STS-128/ISS/129;Gemini 9;;;
Strekalov, Gennady;5;M-USSR;Soyuz T3;STS-51J;Apollo 10;;
Sturckow, Frederick;4;M-US;STS-95;Soyuz T8;;ASTP;
Sullivan, Kathryn;3;F-US;STS-41G;;Soyuz T11;;
Suraev, Maxim;1;M-Russia;Soyuz TMA-16/20S;STS-105;;;
Swanson, Steven;2;M-US;STS-117;STS-31;STS-117;;
Swigert, John;1;M-US;Apollo 13;;STS-45;;
Tani, Daniel;2;M-US;STS-108;;;;
Tanner, Joseph;4;M-US;STS-66;;;;
Tarelkin, Evgeny;1;M-Russia;Soyuz TMA-06M/32S;STS-120/ISS/122;;;
Tereshkova, Valentina;1;F-USSR;Vostok 6;STS-82;;;
Thagard, Norman;5;M-US;STS-7;;STS-97;;
Thiele, Gerhard;1;M-Germany;STS-99;STS-51B;;STS-115;
Thirsk, Robert;2;M-Canada;STS-78;;STS-30;;
Thomas, Andrew;4;M-US;STS-77;;;;
Thomas, Donald;4;M-US;STS-65;Soyuz TMA-15/19S;;STS-42;
Thornton, Kathryn;4;F-US;STS-33;89/Mir7/91;;;
Thornton, William;2;M-US;STS-8;STS-70;STS-102;;
Thuot, Pierre;3;M-US;STS-36;STS-49;STS-83;;
Tito, Dennis;1;M-US;Soyuz TM-32/taxi;STS-51B;STS-61;STS-114;
Titov, Gherman;1;M-USSR;Vostok 2;STS-49;;STS-94;
Titov, Vladimir;4;M-USSR;Soyuz T8;;STS-62;STS-73;
Tognini, Michel;2;M-France;Soyuz TM-15;;;;
Tokarev, Valery;2;M-Russia;STS-96;Soyuz TM-4;;;
Treschev, Sergei;1;M-Russia;STS-111/ISS/113;STS-93;STS-63;;
Trinh, Eugene;1;M-US;STS-50;Soyuz TMA-07/11S;;;
Truly, Richard;2;M-US;STS-2;;;STS-86;
Tryggvason, Bjarni;1;M-Canada;STS-85;;;;
Tsibliyev, Vasily;2;M-Russia;Soyuz TM-17;STS-8;;;
Tuan, Pham;1;M-Vietnam;Soyuz 37;;;;
Tyurin, Mikhail;2;M-Russia;STS-105/ISS/108;Soyuz TM-25;;;
Usachev, Yuri;4;M-Russia;Soyuz TM-18;Soyuz TMA-09/13S;;;
van den Berg, Lodewijk;1;M-US;STS-51B;;STS-101;;
van Hoften, James;2;M-US;STS-41C;;;;
Vasyutin, Vladimir;1;M-USSR;Soyuz T14;;;;
Veach, Charles;2;M-US;STS-39;STS-51I;;;
Viehboeck, Franz;1;M-Austria;Soyuz TM-13;;;;
Viktorenko, Alexander;4;M-USSR;Soyuz TM-3;STS-52;;;
Vinogradov, Pavel;2;M-Russia;Soyuz TM-26;Soyuz TM-8;;;
Virts, Terry;1;M-US;STS-130;;;;
Vittori, Roberto;3;M-Italy;Soyuz TM-34/4S;Soyuz TMA-08/12S;;;
Volk, Igor;1;M-USSR;Soyuz T12;Soyuz TMA-06/10S;;;
Volkov, Alexander;3;M-USSR;Soyuz T14;;;;
Volkov, Sergey;2;M-Russia;Soyuz TMA-12/16S;;;;
Volkov, Vladislav;2;M-USSR;Soyuz 7;Soyuz TM-7;;;
Volynov, Boris;2;M-USSR;Soyuz 5;Soyuz TMA-02M/27S;Soyuz TM-13;;
Voss,  James;5;M-US;STS-44;Soyuz 11;;;
Voss, Janice;5;F-US;STS-57;STS-53;;;
Wakata, Koichi;3;M-Japan;STS-72;STS-63;;;
Walheim, Rex;3;M-US;STS-110;;STS-83;;
Walker, Charles;3;M-US;STS-41D;STS-92;;;
Walker, David;4;M-US;STS-51A;STS-122;STS-119/ISS/127;STS-94;STS-99
Walker, Joseph;2;M-US;X-15;STS-51D;STS-135;;
Walker, Shannon;1;F-US;Soyuz TMA-19/23S;STS-30;STS-61B;;
Walter, Ulrich;1;M-Germany;STS-55;X-15;STS-53;;
Walz, Carl;4;M-US;STS-51;;;;
Wang, Liu;1;M-China;Shenzhou 9;;;STS-69;
Wang, Taylor;1;M-US;STS-51B;STS-65;;;
Weber, Mary Ellen;2;F-US;STS-70;;STS-79;;
Weitz, Paul;2;M-US;Skylab 2;;;;
Wetherbee, James;6;M-US;STS-32;STS-101;;STS-108/ISS/111;
Wheelock, Douglas;2;M-US;STS-120;STS-52;;;
White, Edward;1;M-US;Gemini 4;;STS-63;;
Whitson, Peggy;2;F-US;STS-111/ISS/113;Soyuz TMA-19/23S;;;
Wilcutt, Terrence;4;M-US;STS-68;;;STS-86;
Williams, Dafydd;2;M-Canada;STS-90;Soyuz TMA-11/15S;;;
Williams, Donald;2;M-US;STS-51D;STS-79;;;
Williams, Jeffrey;3;M-US;STS-101;STS-118;STS-89;;
Williams, Sunita;2;F-US;STS-116/ISS/117;Soyuz TMA-08/12S;;STS-106;
Wilmore, Barry;1;M-US;STS-129;;;;
Wilson, Stephanie;3;F-US;STS-121;Soyuz TMA-05M/31S;;;
Wisoff, Jeff;4;M-US;STS-57;;;;
Wolf, David;4;M-US;STS-58;STS-120;;;
Worden, Alfred;1;M-US;Apollo 15;STS-68;STS-131;;
Yamazaki, Naoko;1;F-Japan;SS-131;;STS-112;;
Yang, Liu;1;F-China;Shenzhou 9;;;STS-92;
Yegorov, Boris;1;M-USSR;Voskhod 1;;;STS-127;
Yeliseyev, Alexei;3;M-USSR;Soyuz 4;;;;
Yi, So-Yeon;1;F-S.Korea;;;;;
Young, John;6;M-US;Gemini 3;Soyuz 8;;;
Yurchikhin, Fyodor;3;M-Russia;STS-112;Gemini 10;;;
Zalyotin, Sergei;2;M-Russia;Mir-28;Soyuz TMA-10/14S;;;
Zamka, George;2;M-US;STS-120;;;;
Zhigang,Zhai;1;M-China;Shenzhou 7;Soyuz TMA-01/5S;;;
Zholobov, Vitaly;1;M-USSR;Soyuz 21;STS-130;;;
Zudov,Vyacheslav;1;M-USSR;Soyuz 23;;;;
